sent_id,doc_id,sent_index,date,speaker,sentence
9-128,9,128,2020-02-05,Lael Brainard,"We have a robust and diverse banking system that provides important services, along with a widely available and expanding variety of digital payment options."
9-129,9,129,2020-02-05,Lael Brainard,Agenda Ahead The digitalization of currencies and payments is being driven by technology players that are bringing new business models to this space and fresh attention to age-old questions.
9-130,9,130,2020-02-05,Lael Brainard,"While the potential for seamlessly integrated and lower-cost transactions brings important benefits, digitalization also brings risks."
9-131,9,131,2020-02-05,Lael Brainard,"In the United States no less than in other major economies, the public sector needs to engage actively with the private sector and the research community to consider whether new guardrails need to be established, whether existing regulatory perimeters need to be redrawn, and whether a CBDC would deliver important benefits on net."
10-0,10,0,2020-08-13,Lael Brainard,It is a pleasure to participate in San Francisco's Innovation Office Hours.
10-1,10,1,2020-08-13,Lael Brainard,The Federal Reserve Bank of San Francisco is a leader of our engagement with the tech community.
10-2,10,2,2020-08-13,Lael Brainard,"And the Federal Reserve's Innovation Office Hours serve as an important forum to engage on innovation in the financial system with financial institutions, fintechs, technology companies, nonprofits, and other stakeholders."
10-3,10,3,2020-08-13,Lael Brainard,We have benefited from learning about the work you are doing to promote healthy innovation in financial services and payments.
10-4,10,4,2020-08-13,Lael Brainard,"This event covered a number of important topics, including regulatory technology, blockchain, cybersecurity, and digital banking."
10-5,10,5,2020-08-13,Lael Brainard,The breadth of topics and the range of participants speak to the scale and scope of technological innovation in financial services.
10-6,10,6,2020-08-13,Lael Brainard,It is a testament to widespread investments in technology that we are able to proceed with these kinds of engagements and maintain our operations seamlessly despite the unprecedented shock associated with the COVID-19 crisis.
10-7,10,7,2020-08-13,Lael Brainard,"The COVID-19 pandemic is taking a tremendous toll on communities across America, especially households and small businesses with the least resources to weather the storm."
10-8,10,8,2020-08-13,Lael Brainard,The COVID-19 crisis is a dramatic reminder of the importance of a resilient and trusted payments infrastructure that is accessible to all Americans.
10-9,10,9,2020-08-13,Lael Brainard,"It was notable that after a sharp reduction in spending early in the COVID-19 crisis, many households increased their spending starting on the day they received emergency relief payments under the Coronavirus Aid, Relief, and Economic Security Act (CARES Act) and continuing for the following 10 days-especially households with lower incomes, greater income declines, and lower liquid savings."
10-10,10,10,2020-08-13,Lael Brainard,The urgency with which the CARES Act emergency payments were spent underscores the importance of immediate and trusted access to funds for the many households and businesses that face cash-flow constraints.
10-11,10,11,2020-08-13,Lael Brainard,"That is why the Federal Reserve remains committed to delivering on the FedNowSM Service, which will enable millions of American households and small businesses to get instant access to funds rather than waiting days for checks to clear."
10-12,10,12,2020-08-13,Lael Brainard,"More broadly, banks, fintech companies, and technology firms are all exploring the use of innovative technologies to enhance payments efficiency, expand financial inclusion, speed up settlement flows, and reduce end-user costs."
10-13,10,13,2020-08-13,Lael Brainard,"Digital currencies, including central bank digital currencies (CBDCs), present opportunities but also risks associated with privacy, illicit activity, and financial stability."
10-14,10,14,2020-08-13,Lael Brainard,"The introduction of Bitcoin and the subsequent emergence of stablecoins with potentially global reach, such as Facebook's Libra, have raised fundamental questions about legal and regulatory safeguards, financial stability, and the role of currency in society."
10-15,10,15,2020-08-13,Lael Brainard,This prospect has intensified calls for CBDCs to maintain the sovereign currency as the anchor of the nation's payment systems.
10-16,10,16,2020-08-13,Lael Brainard,"Moreover, China has moved ahead rapidly on its version of a CBDC."
10-17,10,17,2020-08-13,Lael Brainard,"With these important issues in mind, the Federal Reserve is active in conducting research and experimentation related to distributed ledger technologies and the potential use cases for digital currencies."
10-18,10,18,2020-08-13,Lael Brainard,"Given the dollar's important role, it is essential that the Federal Reserve remain on the frontier of research and policy development regarding CBDCs."
10-19,10,19,2020-08-13,Lael Brainard,"As part of this research, central banks are exploring the potential of innovative technologies to offer a digital equivalent of cash."
10-20,10,20,2020-08-13,Lael Brainard,"Like other central banks, we are continuing to assess the opportunities and challenges of, as well as the use cases for, a CBDC, as a complement to cash and other payments options."
10-21,10,21,2020-08-13,Lael Brainard,"There continues to be strong demand for U.S. currency, and we remain committed to ensuring the public has access to a range of payments options."
10-22,10,22,2020-08-13,Lael Brainard,"We have been conducting in-house experiments for the last few years, through means that include the Board's Technology Lab, which has been building and testing a range of distributed ledger platforms to understand their potential opportunity and risk."
10-23,10,23,2020-08-13,Lael Brainard,"This multidisciplinary team, with application developers from the Federal Reserve Banks of Cleveland, Dallas, and New York, supports a policy team at the Board that is studying the implications of digital currencies on the payments ecosystem, monetary policy, financial stability, banking and finance, and consumer protection."
10-24,10,24,2020-08-13,Lael Brainard,"To enhance the Federal Reserve's understanding of digital currencies, the Federal Reserve Bank of Boston is collaborating with researchers at the Massachusetts Institute of Technology in a multiyear effort to build and test a hypothetical digital currency oriented to central bank uses."
10-25,10,25,2020-08-13,Lael Brainard,The research project will explore the use of existing and new technologies as needed.
10-26,10,26,2020-08-13,Lael Brainard,"Lessons from this collaboration will be published, and any codebase that is developed through this effort will be offered as open-source software for anyone to use for experimentation."
10-27,10,27,2020-08-13,Lael Brainard,"The objectives of our research and experimentation across the Federal Reserve System are to assess the safety and efficiency of digital currency systems, to inform our understanding of private-sector arrangements, and to give us hands-on experience to understand the opportunities and limitations of possible technologies for digital forms of central bank money."
10-28,10,28,2020-08-13,Lael Brainard,These efforts are intended to ensure that we fully understand the potential as well as the associated risks and possible unintended consequences that new technologies present in the payments arena.
10-29,10,29,2020-08-13,Lael Brainard,"Separately, a significant policy process would be required to consider the issuance of a CBDC, along with extensive deliberations and engagement with other parts of the federal government and a broad set of other stakeholders."
10-30,10,30,2020-08-13,Lael Brainard,There are also important legal considerations.
10-31,10,31,2020-08-13,Lael Brainard,"It is important to understand how the existing provisions of the Federal Reserve Act with regard to currency issuance apply to a CBDC and whether a CBDC would have legal tender status, depending on the design."
10-32,10,32,2020-08-13,Lael Brainard,"The Federal Reserve has not made a decision whether to undertake such a significant policy process, as we are taking the time and effort to understand the significant implications of digital currencies and CBDCs around the globe."
10-33,10,33,2020-08-13,Lael Brainard,"In addition to these experiments, the Federal Reserve continues to collaborate with and learn from other central banks."
10-34,10,34,2020-08-13,Lael Brainard,We are participating in the CBDC coalition of central banks.
10-35,10,35,2020-08-13,Lael Brainard,"While each country will make decisions on whether to issue and how to design a CBDC based on its own domestic legal framework and financial and economic context, we benefit from collaboration on CBDC research."
10-36,10,36,2020-08-13,Lael Brainard,"Sharing lessons learned, jointly conducting experiments, and bringing diverse expertise to bear helps us make progress in developing potential approaches to address challenging hurdles, such as threats to cybersecurity, counterfeiting and fraud, and anti-money laundering, to name a few, as well as on shared goals, such as increasing the ease and efficiency of cross-border transactions."
10-37,10,37,2020-08-13,Lael Brainard,"Since financial and payments systems share extensive cross-border linkages, a poorly designed CBDC issued in one jurisdiction could create financial stability issues in another jurisdiction."
10-38,10,38,2020-08-13,Lael Brainard,"A cyberattack on a CBDC arrangement in one jurisdiction could create domestic financial stress, which could, in turn, affect linked economies or have broader effects if confidence in certain technologies or payment mechanisms is eroded."
10-39,10,39,2020-08-13,Lael Brainard,"More broadly, the Federal Reserve looks forward to increased international engagement on matters related to innovation and technological change that impact central banks and those we serve."
10-40,10,40,2020-08-13,Lael Brainard,"Our new initiative with the Bank of International Settlement's Innovation Hub, through an innovation center at the Federal Reserve Bank of New York, will provide a useful venue for increased cooperation and exchange."
10-41,10,41,2020-08-13,Lael Brainard,Let me conclude by noting that innovation is central to our work.
10-42,10,42,2020-08-13,Lael Brainard,"We remain committed to understanding how technological advances can help the Federal Reserve carry out our core missions, as well as how they are changing the ways that banks, payments, and financial markets operate."
10-43,10,43,2020-08-13,Lael Brainard,"For example, we are leveraging machine learning, natural language processing, and other artificial intelligence tools to help us analyze data, and we are monitoring how financial institutions use these tools in their decisionmaking."
10-44,10,44,2020-08-13,Lael Brainard,"We are expanding our use of cloud computing to enhance our operations, and we continue to enhance our cybersecurity tools to strengthen our cyber posture."
10-45,10,45,2020-08-13,Lael Brainard,"These and other technologies are fundamentally changing every aspect of our work, and the Federal Reserve remains optimistic about the power of healthy innovation to improve the resilience, efficiency, and inclusiveness of our financial system when the appropriate safeguards are in place."
11-0,11,0,2021-05-24,Lael Brainard,"Technology is driving dramatic change in the U.S. payments system, which is a vital infrastructure that touches everyone."
11-1,11,1,2021-05-24,Lael Brainard,"The pandemic accelerated the migration to contactless transactions and highlighted the importance of access to safe, timely, and low-cost payments for all."
11-2,11,2,2021-05-24,Lael Brainard,"With technology platforms introducing digital private money into the U.S. payments system, and foreign authorities exploring the potential for central bank digital currencies (CBDCs) in cross-border payments, the Federal Reserve is stepping up its research and public engagement on CBDCs."
11-3,11,3,2021-05-24,Lael Brainard,"As Chair Powell discussed last week, an important early step on public engagement is a plan to publish a discussion paper this summer to lay out the Federal Reserve Board's current thinking on digital payments, with a particular focus on the benefits and risks associated with CBDC in the U.S. context."
11-4,11,4,2021-05-24,Lael Brainard,"Sharpening the Focus on CBDCs Four developments—the growing role of digital private money, the migration to digital payments, plans for the use of foreign CBDCs in cross-border payments, and concerns about financial exclusion—are sharpening the focus on CBDCs."
11-5,11,5,2021-05-24,Lael Brainard,"First, some technology platforms are developing stablecoins for use in payments networks."
11-6,11,6,2021-05-24,Lael Brainard,"A stablecoin is a type of digital asset whose value is tied in some way to traditional stores of value, such as government-issued, or fiat, currencies or gold."
11-7,11,7,2021-05-24,Lael Brainard,"Stablecoins vary widely in the assets they are linked to, the ability of users to redeem the stablecoin claims for the reference assets, whether they allow unhosted wallets, and the extent to which a central issuer is liable for making good on redemption rights."
11-8,11,8,2021-05-24,Lael Brainard,"Unlike central bank fiat currencies, stablecoins do not have legal tender status."
11-9,11,9,2021-05-24,Lael Brainard,"Depending on underlying arrangements, some may expose consumers and businesses to risk."
11-10,11,10,2021-05-24,Lael Brainard,"If widely adopted, stablecoins could serve as the basis of an alternative payments system oriented around new private forms of money."
11-11,11,11,2021-05-24,Lael Brainard,"Given the network externalities associated with achieving scale in payments, there is a risk that the widespread use of private monies for consumer payments could fragment parts of the U.S. payment system in ways that impose burdens and raise costs for households and businesses."
11-12,11,12,2021-05-24,Lael Brainard,A predominance of private monies may introduce consumer protection and financial stability risks because of their potential volatility and the risk of run-like behavior.
11-13,11,13,2021-05-24,Lael Brainard,"Indeed, the period in the nineteenth century when there was active competition among issuers of private paper banknotes in the United States is now notorious for inefficiency, fraud, and instability in the payments system."
11-14,11,14,2021-05-24,Lael Brainard,It led to the need for a uniform form of money backed by the national government.
11-15,11,15,2021-05-24,Lael Brainard,"Second, the pandemic accelerated the migration to digital payments."
11-16,11,16,2021-05-24,Lael Brainard,"Even before the pandemic, some countries, like Sweden, were seeing a pronounced migration from cash to digital payments."
11-17,11,17,2021-05-24,Lael Brainard,"To the extent that digital payments crowd out the use of cash, this raises questions about how to ensure that consumers retain access to a form of safe central bank money."
11-18,11,18,2021-05-24,Lael Brainard,"In the United States, the pandemic led to an acceleration of the migration to digital payments as well as increased demand for cash."
11-19,11,19,2021-05-24,Lael Brainard,"While the use of cash spiked at certain times, there was a pronounced shift by consumers and businesses to contactless transactions facilitated by electronic payments."
11-20,11,20,2021-05-24,Lael Brainard,"The Federal Reserve remains committed to ensuring that the public has access to safe, reliable, and secure means of payment, including cash."
11-21,11,21,2021-05-24,Lael Brainard,"As part of this commitment, we must explore—and try to anticipate—the extent to which households' and businesses' needs and preferences may migrate further to digital payments over time."
11-22,11,22,2021-05-24,Lael Brainard,"Third, some foreign countries have chosen to develop and, in some cases, deploy their own CBDC."
11-23,11,23,2021-05-24,Lael Brainard,"Although each country will decide whether to issue a CBDC based on its unique domestic conditions, the issuance of a CBDC in one jurisdiction, along with its prominent use in cross-border payments, could have significant effects across the globe."
11-24,11,24,2021-05-24,Lael Brainard,"Given the potential for CBDCs to gain prominence in cross-border payments and the reserve currency role of the dollar, it is vital for the United States to be at the table in the development of cross-border standards."
11-25,11,25,2021-05-24,Lael Brainard,"Finally, the pandemic underscored the importance of access to timely, safe, efficient, and affordable payments for all Americans and the high cost associated with being unbanked and underbanked."
11-26,11,26,2021-05-24,Lael Brainard,"While the large majority of pandemic relief payments moved quickly via direct deposits to bank accounts, it took weeks to distribute relief payments in the form of prepaid debit cards and checks to households who did not have up-to-date bank account information with the Internal Revenue Service."
11-27,11,27,2021-05-24,Lael Brainard,"The challenges of getting relief payments to these households highlighted the benefits of delivering payments more quickly, cheaply, and seamlessly through digital means."
11-28,11,28,2021-05-24,Lael Brainard,"Policy Considerations In any assessment of a CBDC, it is important to be clear about what benefits a CBDC would offer over and above current and emerging payments options, what costs and risks a CBDC might entail, and how it might affect broader policy objectives."
11-29,11,29,2021-05-24,Lael Brainard,I will briefly discuss several of the most prominent considerations.
11-30,11,30,2021-05-24,Lael Brainard,"Preserve general access to safe central bank money Central bank money is important for payment systems because it represents a safe settlement asset, allowing users to exchange central bank liabilities without concern about liquidity and credit risk."
11-31,11,31,2021-05-24,Lael Brainard,"Consumers and businesses don't generally consider whether the money they are using is a liability of the central bank, as with cash, or of a commercial bank, as with bank deposits."
11-32,11,32,2021-05-24,Lael Brainard,"This is largely because the two are seamlessly interchangeable for most purposes owing to the provision of federal deposit insurance and banking supervision, which provide protection for consumers and businesses alike."
11-33,11,33,2021-05-24,Lael Brainard,"It is not obvious that new forms of private money that reference fiat currency, like stablecoins, can carry the same level of protection as bank deposits or fiat currency."
11-34,11,34,2021-05-24,Lael Brainard,"Although various federal and state laws establish protections for users, nonbank issuers of private money are not regulated to the same extent as banks, the value stored in these systems is not insured directly by the Federal Deposit Insurance Corporation, and consumers may be at risk that the issuer will not be able to honor its liabilities."
11-35,11,35,2021-05-24,Lael Brainard,"New forms of private money may introduce counterparty risk into the payments system in new ways that could lead to consumer protection threats or, at large scale, broader financial stability risks."
11-36,11,36,2021-05-24,Lael Brainard,"In contrast, a digital dollar would be a new type of central bank money issued in digital form for use by the general public."
11-37,11,37,2021-05-24,Lael Brainard,"By introducing safe central bank money that is accessible to households and businesses in digital payments systems, a CBDC would reduce counterparty risk and the associated consumer protection and financial stability risks."
11-38,11,38,2021-05-24,Lael Brainard,"Improve efficiency One expected benefit is that a CBDC would reduce or even eliminate operational and financial inefficiencies, or other frictions, in payments, clearing, and settlement."
11-39,11,39,2021-05-24,Lael Brainard,"Today, the speed by which consumers and businesses can access the funds following a payment can vary significantly, up to a few days when relying on certain instruments, such as a check, to a few seconds in a real-time payments system."
11-40,11,40,2021-05-24,Lael Brainard,"Advances in technology, including the use of distributed ledgers and smart contracts, may have the potential to fundamentally change the way in which payment activities are conducted and the roles of financial intermediaries and infrastructures."
11-41,11,41,2021-05-24,Lael Brainard,The introduction of a CBDC may provide an important foundation for beneficial innovation and competition in retail payments in the United States.
11-42,11,42,2021-05-24,Lael Brainard,"Most immediately, we are taking a critical step to build a strong foundation with the introduction of the FedNowSM Service, a new instant payments infrastructure that is scheduled to go into production in two years."
11-43,11,43,2021-05-24,Lael Brainard,"The FedNow Service will enable banks of every size and in every community across America to provide safe and efficient instant payment services around the clock, every day of the year."
11-44,11,44,2021-05-24,Lael Brainard,"Through the banks using the service, consumers and businesses will be able to send and receive payments conveniently, such as on a mobile device, and recipients will have full access to funds immediately."
11-45,11,45,2021-05-24,Lael Brainard,"Promote competition and diversity and lower transactions costs Today, the costs of certain retail payments transactions are high and not always transparent to end users."
11-46,11,46,2021-05-24,Lael Brainard,"Competition among a diversity of payment providers and payment types has the potential to increase the choices available to businesses and consumers, reduce transactions costs, and foster innovation in end-user services, although it could also contribute to fragmentation of the current payments system."
11-47,11,47,2021-05-24,Lael Brainard,"By providing access to a digital form of safe central bank money, a CBDC could provide an important foundation on which private-sector competition could flourish."
11-48,11,48,2021-05-24,Lael Brainard,"Reduce cross-border frictions Cross-border payments, such as remittances, represent one of the most compelling use cases for digital currencies."
11-49,11,49,2021-05-24,Lael Brainard,"The intermediation chains for cross-border payments are notoriously long, complex, costly, and opaque."
11-50,11,50,2021-05-24,Lael Brainard,"Digitalization, along with a reduction in the number of intermediaries, holds considerable promise to reduce the cost, opacity, and time required for cross-border payments."
11-51,11,51,2021-05-24,Lael Brainard,"While the introduction of CBDCs may be part of the solution, international collaboration on standard setting and protections against illicit activity will be required in order to achieve material improvements in cost, timeliness, and transparency."
11-52,11,52,2021-05-24,Lael Brainard,"We are collaborating with international colleagues through the Bank for International Settlements, Committee on Payments and Market Infrastructures, and the G to ensure the U.S. stays abreast of developments related to CBDC abroad."
11-53,11,53,2021-05-24,Lael Brainard,"We are engaging in several international efforts to improve the transparency, timeliness, and cost-effectiveness of cross-border payments."
11-54,11,54,2021-05-24,Lael Brainard,"It will be important to be engaged at the outset on the development of any international standards that may apply to CBDCs, given the dollar's important role as a reserve currency."
11-55,11,55,2021-05-24,Lael Brainard,Complement currency and bank deposits A guiding principle for any payments innovation is that it should improve upon the existing payments system.
11-56,11,56,2021-05-24,Lael Brainard,"Consumers have access to reliable money in the forms of private bank accounts and central bank issued currency, which form the underpinnings of the current retail payments system."
11-57,11,57,2021-05-24,Lael Brainard,The design of any CBDC should complement and not replace currency and bank accounts.
11-58,11,58,2021-05-24,Lael Brainard,"Preserve financial stability and monetary policy transmission The introduction of a CBDC has the potential to have wide-reaching effects, and there are open questions about how CBDC could affect financial stability and monetary policy transmission."
11-59,11,59,2021-05-24,Lael Brainard,Some research indicates that the introduction of a CBDC might raise the risk of a flight out of deposits at weak banks in favor of CBDC holdings at moments of financial stress.
11-60,11,60,2021-05-24,Lael Brainard,Other research indicates that the increase in competition could result in more attractive terms on transactions accounts and an overall increase in banking system deposits.
11-61,11,61,2021-05-24,Lael Brainard,"Banks play a critical role in credit intermediation and monetary policy transmission, as well as in payments."
11-62,11,62,2021-05-24,Lael Brainard,"Thus, the design of any CBDC would need to include safeguards to protect against disintermediation of banks and to preserve monetary policy transmission more broadly."
11-63,11,63,2021-05-24,Lael Brainard,"While it is critical to consider the ways in which a CBDC could introduce risks relative to the current payments system, it may increase resilience relative to a payments system where private money is prominent."
11-64,11,64,2021-05-24,Lael Brainard,"Protect privacy and safeguard financial integrity The design of any CBDC would need to both safeguard the privacy of households' payments transactions and prevent and trace illicit activity to maintain the integrity of the financial system, which will require the digital verification of identities."
11-65,11,65,2021-05-24,Lael Brainard,There are a variety of approaches to safeguarding the privacy of payments transactions while also identifying and preventing illicit activity and verifying digital identities.
11-66,11,66,2021-05-24,Lael Brainard,Addressing these critical objectives will require working across government agencies to assign roles and responsibilities for preventing illicit transactions and clearly establishing how consumer financial data would be protected.
11-67,11,67,2021-05-24,Lael Brainard,"Increase financial inclusion Today 5.4 percent of American households lack access to bank accounts and the associated payment options they offer, and a further 18.7 percent were underbanked as of 2017.11 The lack of access to bank accounts imposes high burdens on these households, whose financial resilience is often fragile."
11-68,11,68,2021-05-24,Lael Brainard,"At the height of the pandemic, the challenges associated with getting relief payments to hard-to-reach households highlighted that it is important for all households to have transactions accounts."
11-69,11,69,2021-05-24,Lael Brainard,"The Federal Reserve's proposals for strengthening the Community Reinvestment Act emphasize the value of banks providing cost-free, low-balance accounts and other banking services targeted to underbanked and unbanked communities."
11-70,11,70,2021-05-24,Lael Brainard,And a core goal of FedNow is to provide ubiquitous access to an instant payments system via depository institutions.
11-71,11,71,2021-05-24,Lael Brainard,CBDC may be one part of a broader solution to the challenge of achieving ubiquitous account access.
11-72,11,72,2021-05-24,Lael Brainard,"Depending on the design, CBDC may have the ability to lower transaction costs and increase access to digital payments."
11-73,11,73,2021-05-24,Lael Brainard,"In emergencies, CBDC may offer a mechanism for the swift and direct transfer of funds, providing rapid relief to those most in need."
11-74,11,74,2021-05-24,Lael Brainard,"A broader solution to financial inclusion would also need to address any perceived barriers to maintaining a transaction account, along with the need to maintain up-to-date records on active accounts to reach a large segment of the population."
11-75,11,75,2021-05-24,Lael Brainard,"To explore these broader issues, the Federal Reserve is undertaking research on financial inclusion."
11-76,11,76,2021-05-24,Lael Brainard,The Federal Reserve Bank of Atlanta is launching a public-private sector collaboration as a Special Committee on Payments Inclusion to ensure that cash-based and vulnerable populations can safely access and benefit from digital payments.
11-77,11,77,2021-05-24,Lael Brainard,This work is complemented by a new Federal Reserve Bank of Cleveland initiative to explore the prospects for CBDC to increase financial inclusion.
11-78,11,78,2021-05-24,Lael Brainard,The initiative will identify CBDC design features and delivery approaches focused on expanding access to individuals who do not currently use traditional financial services.
11-79,11,79,2021-05-24,Lael Brainard,"Technology Considerations Multidisciplinary teams at the Federal Reserve are investigating the technological and policy issues associated with digital innovations in payments, clearing, and settlement, including the benefits and risks associated with a potential U.S. CBDC."
11-80,11,80,2021-05-24,Lael Brainard,"For example, the TechLab group at the Federal Reserve Board is performing hands-on research and experimentation on potential future states of money, payments, and digital currencies."
11-81,11,81,2021-05-24,Lael Brainard,"A second group, the Digital Innovations Policy program, is considering a broad range of policy issues associated with the rise of digital payments, including the potential benefits and risks associated with CBDC."
11-82,11,82,2021-05-24,Lael Brainard,"To deepen our research on the technological design of a CBDC, the Federal Reserve Bank of Boston is partnering with Massachusetts Institute of Technology's (MIT) Digital Currency Initiative on Project Hamilton to build and test a hypothetical digital currency platform using leading edge technology design options."
11-83,11,83,2021-05-24,Lael Brainard,"This work aims to research the feasibility of the core processing of a CBDC, while remaining agnostic about a range of policy decisions."
11-84,11,84,2021-05-24,Lael Brainard,MIT and the Boston Fed plan to release a white paper next quarter that will document the ability to meet goals on throughput of geographically dispersed transactions with core processing and create an open source license for the code.
11-85,11,85,2021-05-24,Lael Brainard,"Subsequent work will explore how addressing additional requirements, including resiliency, privacy, and anti-money-laundering features, will impact core processing performance and design."
11-86,11,86,2021-05-24,Lael Brainard,Banking Activities Research and experimentation are also occurring at supervised banking institutions to explore new technology to enhance their own operations and in response to demands from their clients for services such as custody of digital assets.
11-87,11,87,2021-05-24,Lael Brainard,"While distributed ledger technology may have the potential to improve efficiencies, increase competition, and lower costs, digital assets pose heightened risks such as those related to Bank Secrecy Act/anti-money laundering, cybersecurity, price volatility, privacy, and consumer compliance."
11-88,11,88,2021-05-24,Lael Brainard,"The Federal Reserve is actively monitoring developments in this area, engaging with the industry and other regulators, and working to identify any regulatory, supervisory, and oversight framework gaps."
11-89,11,89,2021-05-24,Lael Brainard,"Given that decisions at one banking agency can have implications for the other agencies, it is important that regulators work together to develop common approaches to ensure that banks are appropriately identifying, monitoring, and managing risks associated with digital assets."
11-90,11,90,2021-05-24,Lael Brainard,"Public Engagement In light of the growing role of digital private money in the broader migration to digital payments, the potential use of foreign CBDCs in cross-border payments, and the importance of financial inclusion, the Federal Reserve is stepping up its research and public engagement on a digital version of the U.S. dollar."
11-91,11,91,2021-05-24,Lael Brainard,Members of Congress and executive agencies are similarly exploring this important issue.
11-92,11,92,2021-05-24,Lael Brainard,"As noted above, to help inform these efforts, the Federal Reserve plans to issue a discussion paper to solicit public comment on a range of questions related to payments, financial inclusion, data privacy, and information security, with regard to a CBDC in the U.S. context."
11-93,11,93,2021-05-24,Lael Brainard,"The Federal Reserve remains committed to ensuring a safe, inclusive, efficient, and innovative payments system that works for all Americans."
12-0,12,0,2021-06-28,Randal K. Quarles,"I have been reflecting recently, and in connection with this speech, on America's centuries-long enthusiasm for novelty."
12-1,12,1,2021-06-28,Randal K. Quarles,"In the main, it has served us and the world well, by making America the home of so many of the scientific and practical innovations that have transformed life in the 21st century from that of the 19th."
12-2,12,2,2021-06-28,Randal K. Quarles,"But, especially when coupled with an equally American susceptibility to boosterism and the fear of missing out, it has also sometimes led to a mass suspension of our critical thinking and to occasionally impetuous, deluded crazes or fads."
12-3,12,3,2021-06-28,Randal K. Quarles,"Sometimes the consequences are in hindsight merely puzzling or embarrassing, like that year in the 1980s when millions of Americans suddenly started wearing parachute pants."
12-4,12,4,2021-06-28,Randal K. Quarles,But the consequences can also be more serious.
12-5,12,5,2021-06-28,Randal K. Quarles,"Which brings us to my topic today: central bank digital currencies, or CBDCs."
12-6,12,6,2021-06-28,Randal K. Quarles,"In recent months, public interest in a ""digital dollar"" has reached fever pitch."
12-7,12,7,2021-06-28,Randal K. Quarles,A wide range of experts and commenters have suggested that the Federal Reserve should issue—and in fact may need to issue—a CBDC.
12-8,12,8,2021-06-28,Randal K. Quarles,"But before we get carried away with the novelty, I think we need to subject the promises of a CBDC to a careful critical analysis."
12-9,12,9,2021-06-28,Randal K. Quarles,"In offering my views on this and other issues related to CBDCs, I am speaking for myself as a member of the Board of Governors, and not for the Board itself or any other Fed policymakers."
12-10,12,10,2021-06-28,Randal K. Quarles,"And, indeed, you will all have seen Chair Powell's recent announcement that we are preparing a comprehensive discussion paper on this issue that will be the first step in a thorough public process to conduct just this sort of critical analysis, which I do not want to prejudge."
12-11,12,11,2021-06-28,Randal K. Quarles,"But I do want to give some sense of the issues I think we will need to grapple with in this process, how I will be thinking about them, and the high bar that I think any proposal to create a U.S. CBDC must clear."
12-12,12,12,2021-06-28,Randal K. Quarles,"So, let's begin with a basic question: what problem would a CBDC solve?"
12-13,12,13,2021-06-28,Randal K. Quarles,"To answer, we first need to define the term CBDC and assess the current state of the U.S. payment system."
12-14,12,14,2021-06-28,Randal K. Quarles,"What Do We Mean by ""CBDC""?"
12-15,12,15,2021-06-28,Randal K. Quarles,"The Bank for International Settlements has defined a CBDC as ""a digital payment instrument, denominated in the national unit of account, that is a direct liability of the central bank."""
12-16,12,16,2021-06-28,Randal K. Quarles,My first observation is that the general public already transacts mostly in digital dollars—by sending and receiving electronic balances in our commercial bank accounts.
12-17,12,17,2021-06-28,Randal K. Quarles,"These digital dollars are not a CBDC, because they are liabilities of commercial banks rather than the Federal Reserve."
12-18,12,18,2021-06-28,Randal K. Quarles,"Importantly, however, digital dollars at commercial banks are federally insured up to $250,000, which means that for deposits up to that amount—which means for essentially all retail deposits in the United States—they are as sound as a central bank liability."
12-19,12,19,2021-06-28,Randal K. Quarles,The Federal Reserve also provides digital dollars directly to commercial banks and certain other financial institutions.
12-20,12,20,2021-06-28,Randal K. Quarles,Federal law allows these financial institutions to maintain accounts with—and receive payments services from—the Federal Reserve.
12-21,12,21,2021-06-28,Randal K. Quarles,Balances in Federal Reserve accounts serve a vital financial stability function by providing a safe and liquid settlement asset for the U.S. economy.
12-22,12,22,2021-06-28,Randal K. Quarles,"To summarize then, the dollar is already highly digitized."
12-23,12,23,2021-06-28,Randal K. Quarles,"The Federal Reserve provides a digital dollar to commercial banks, and commercial banks provide digital dollars and other financial services to consumers and businesses."
12-24,12,24,2021-06-28,Randal K. Quarles,"This arrangement serves the nation and the economy well: the Federal Reserve functions in the public interest by promoting the health of the U.S. economy and the stability of the broader financial system, while commercial banks compete to attract and effectively serve customers."
12-25,12,25,2021-06-28,Randal K. Quarles,"So, given the existing digitization of the U.S. dollar, how would a CBDC differ from the digital dollars we use today?"
12-26,12,26,2021-06-28,Randal K. Quarles,"The key distinction is that, when most commentators speculate about a Federal Reserve CBDC, they assume that it would be available to the general public directly from the central bank."
12-27,12,27,2021-06-28,Randal K. Quarles,A CBDC of this nature could take different forms.
12-28,12,28,2021-06-28,Randal K. Quarles,"One is an account-based model, in which the Federal Reserve would provide individual accounts directly to the general public."
12-29,12,29,2021-06-28,Randal K. Quarles,"Like the accounts that the Federal Reserve currently provides to financial institutions, an accountholder would send and receive funds by debit or credit to their Federal Reserve account."
12-30,12,30,2021-06-28,Randal K. Quarles,A different CBDC model could involve a CBDC that is not maintained in Federal Reserve accounts.
12-31,12,31,2021-06-28,Randal K. Quarles,This form of CBDC would be closer to a digital equivalent of cash.
12-32,12,32,2021-06-28,Randal K. Quarles,"Like cash, it would represent a claim against the Federal Reserve, but it could potentially be transferred from person to person (like a banknote) or through intermediaries."
12-33,12,33,2021-06-28,Randal K. Quarles,I am skeptical that the Federal Reserve has legal authority to pursue either of these CBDC models without legislation.
